Var1,Year,DoY,Hour,Tair,Rh,Tsoil,Rg,PPFD,H,LE,NEE,Ustar,VPD,GPP_DT,VWC_mean,CO2_mean,H2O_mean
25167,2021,92,7.5,8.1471,99.9932,12.3,2.9009,12.58515,-2.0482,9.6479,2.7645,0.11183,0.00073865,2.45406965786712,18.7,593.499,14.5128
25168,2021,92,8,8.2452,99.9898,12.2768,11.6203,31.96575,-1.1655,14.4539,14.4245,0.10933,0.0011159,-9.17470055739947,18.6,559.41,13.8972
25169,2021,92,8.5,8.46,99.9938,12.2544,35.0791,86.5947,1.7929,35.5997,21.4289,0.095329,0.00069138,-16.101823522604,18.6,635.253,15.6285
25170,2021,92,9,8.6913,99.9957,12.2432,58.0151,140.4936,5.3896,20.6689,-6.9445,0.12541,0.00047947,12.3558733847182,18.6,500.445,13.1283
25171,2021,92,9.5,9.0073,99.9987,12.2378,74.6654,180.10875,7.5438,25.2625,-8.9317,0.11352,0.00015063,14.4618446812611,18.7,482.196,12.8532
25172,2021,92,10,9.1335,99.9896,12.247,81.38,197.8962,8.3516,22.4228,-7.1606,0.1455,0.0012038,12.733863825883,18.7,456.336,12.2715
25173,2021,92,10.5,9.4768,99.9915,12.27,100.6557,238.79145,17.5158,40.4415,-18.4588,0.12889,0.0010053,24.1633911726069,18.6,466.313,12.7805
25174,2021,92,11,9.54,99.9904,12.3048,133.2076,318.92475,19.1103,-4.4978,NA,0.19918,0.0011455,22.3488387191169,18.6,518.105,14.5917
25175,2021,92,11.5,9.5365,99.9941,12.355,146.0245,354.6723,12.5675,49.7188,-21.1291,0.16936,0.00070786,26.8423240828536,18.6,465.13,12.6917
25176,2021,92,12,9.9099,99.4351,12.4114,147.6604,354.0621,11.6277,56.9162,-17.5729,0.11581,0.069026,23.4310205269218,18.6,441.97,12.4175
25177,2021,92,12.5,10.2863,94.9932,12.4706,165.4543,401.55975,12.9735,55.376,-16.7401,0.20544,0.62745,22.7458955546823,18.7,432.594,12.3079
25178,2021,92,13,10.6247,91.669,12.5302,120.2874,293.3046,8.7717,45.863,-19.7073,0.20244,1.0679,25.8463780065599,18.7,453.355,12.0365
25179,2021,92,13.5,10.8639,89.2885,12.5891,125.5679,312.3918,9.2377,89.6383,-6.8937,0.19136,1.3951,13.1252070904118,18.7,443.905,11.5442
25180,2021,92,14,11.2776,86.0015,12.6467,186.5489,458.6814,18.5244,78.5005,-23.0973,0.14721,1.8741,29.4962771976975,18.6,422.586,10.7753
25181,2021,92,14.5,11.7912,82.7537,12.7115,198.6805,487.44135,23.1974,75.3302,-21.6014,0.12691,2.3889,28.2131608551716,18.6,420.595,11.0076
25182,2021,92,15,12.1218,82.3342,12.7859,223.8028,611.70315,46.5746,106.738,-27.0836,0.16552,2.501,33.8305098065717,18.6,414.388,10.8742
25183,2021,92,15.5,11.8016,82.8753,12.8717,122.748,357.1383,13.0533,64.195,-12.6074,0.18622,2.3737,19.2052700266058,18.6,412.6,10.617
25184,2021,92,16,11.1514,88.7499,12.9572,80.4202,238.88895,6.1449,49.4795,-4.5659,0.17322,1.4936,10.8756569322827,18.7,444.702,12.5004
25185,2021,92,16.5,11.1559,86.5746,13.0297,62.0321,211.68705,1.6952,45.5524,-8.2558,0.16766,1.7829,14.5586937493812,18.7,411.64,10.4823
25186,2021,92,17,11.3577,86.9207,13.0786,48.4495,156.8037,0.81968,32.3176,-1.4034,0.11925,1.7604,7.78321733523406,18.7,421.851,10.9083
25187,2021,92,17.5,11.1443,86.5256,13.1056,41.7144,131.0742,-3.4144,29.0661,-7.0944,0.11767,1.7881,13.3747949589929,18.7,429.8,10.8399
25188,2021,92,18,11.0585,85.6841,13.1273,16.8334,67.4019,-3.1442,5.3251,-2.1373,0.093993,1.8889,8.37276050838017,18.6,420.783,10.436
25189,2021,92,18.5,10.9752,88.7283,13.1384,1.1531,32.5125,-1.8505,2.8874,-1.0577,0.051756,1.479,2.62353429630967,18.6,438.612,10.9618
25190,2021,92,19,10.723,91.0624,13.1392,-5.5058,13.3722,-0.64054,-3.8345,-4.9792,0.054645,1.1532,1.16162355910222,18.7,504.134,12.9162
25191,2021,92,19.5,10.5088,92.8528,13.1209,-8.6272,1.3191,-0.087978,-1.4765,-2.6348,0.031817,0.90911,-0.0272757023207131,18.6,472.511,11.5848
25192,2021,92,20,10.3991,94.698,13.0912,-6.1604,0,0.65978,-0.011345,-5.3015,0.029378,0.66948,-0.108224061050291,18.6,533.188,13.2845
25193,2021,92,20.5,10.0237,96.1938,13.0556,-6.6194,0,-2.269,12.8528,10.0482,0.031344,0.46867,-0.266313299470085,18.6,493.92,11.9676
25194,2021,92,21,9.9152,96.2062,13.0153,-5.8128,0,1.4427,-8.359,-0.18811,0.02552,0.46375,-0.318148593351889,18.7,456.579,11.4287
25195,2021,92,21.5,9.9219,96.0657,12.973,-3.8034,0,-2.5413,17.789,-0.13272,0.039222,0.48115,-0.0760021766589194,18.7,544.89,14.1066
25196,2021,92,22,9.8948,96.7778,12.934,-1.8393,0,-0.9936,-3.0857,-13.3492,0.027724,0.39334,0.110769542847676,18.7,479.217,11.7652
25197,2021,92,22.5,9.8517,98.5235,12.8913,-0.99121,0,2.5861,-23.0797,-15.0416,0.060991,0.17972,0.064355145499519,18.8,496.851,12.0685
25198,2021,92,23,9.7108,99.8617,12.8485,-0.80609,0,-0.31524,-3.3545,-4.0952,0.035047,0.016673,0.0766102502613428,18.6,481.077,12.713
25199,2021,92,23.5,9.5624,99.9977,12.807,-1.337,0,-5.1513,28.4056,18.2633,0.038713,0.00027218,0.0591822748891548,18.6,476.209,13.419
25200,2021,93,0,9.5103,99.9955,12.7679,-1.245,0,-3.2004,9.4843,0.48246,0.043717,0.00054007,0.0646335869782098,18.6,521.088,14.3559
25201,2021,93,0.5,9.4938,99.9963,12.7381,-1.2269,0,-1.2667,-6.7266,-2.7974,0.053025,0.00043847,0.0503369074013511,18.7,474.308,11.5915
25202,2021,93,1,9.4846,99.9948,12.7062,-1.1779,0,-0.71866,0.56951,2.3251,0.022699,0.00061751,0.0388674607784791,18.6,451.489,10.9346
25203,2021,93,1.5,9.4859,99.9977,12.6815,-1.1073,0,-1.2046,0.98311,5.0621,0.026073,0.00027078,0.0315416132386206,18.6,454.654,10.9725
25204,2021,93,2,9.4904,99.9957,12.6555,-1.3778,0,-2.8478,1.4502,4.6267,0.066212,0.00050608,0.0254763115771981,18.6,454.607,10.9752
25205,2021,93,2.5,9.6928,99.9949,12.6316,-1.6192,0,-4.0716,20.6428,12.9382,0.077839,0.00061538,0.116491537747836,18.6,509.652,12.5115
25206,2021,93,3,9.7009,99.9962,12.6116,-1.3351,0,-0.95526,-1.031,1.7374,0.062217,0.00045546,0.0919628434313795,18.7,562.645,14.1292
25207,2021,93,3.5,9.5163,99.9962,12.5967,-1.6084,0,-3.6875,-7.8783,-10.6987,0.096996,0.00045698,16.1522363103162,18.6,558.751,13.2336
25208,2021,93,4,9.4842,99.9969,12.5806,-1.5796,0,-3.618,18.5024,22.8073,0.10897,0.00036574,-17.3740702924183,18.7,554.588,13.0017
25209,2021,93,4.5,9.4354,99.9955,12.5674,-1.6049,0,-1.8762,2.3367,12.2848,0.10986,0.00053498,-6.87826374386307,18.6,538.023,12.4429
25210,2021,93,5,9.3141,99.996,12.5547,-1.6348,0,-5.4085,4.6484,15.9303,0.10625,0.0004731,-10.578324500177,18.6,486.579,11.4557
25211,2021,93,5.5,9.2329,99.994,12.5369,-2.0031,0,-1.801,-66.0004,7.0011,0.11524,0.00070285,-1.68802368445384,18.7,523.53,17.4494
25212,2021,93,6,9.1777,99.9943,12.522,-2.119,0,-3.5186,-7.7158,-4.8143,0.10406,0.00065836,10.0986373251822,18.6,478.385,11.2501
25213,2021,93,6.5,9.0739,99.997,12.5042,-2.161,0.29685,-3.4671,2.0867,-0.23315,0.081762,0.00034421,-0.418521190568987,18.7,466.574,11.1826
25214,2021,93,7,9.037,99.998,12.4858,2.3715,9.48285,-3.0596,0.30777,1.1264,0.070681,0.00022928,-0.0948792269858858,18.7,479.329,11.5492
25215,2021,93,7.5,9.1991,99.996,12.4664,19.9628,47.38155,-0.56925,-11.9864,-17.0177,0.042386,0.00046362,22.2871726535978,18.7,500.154,12.9387
25216,2021,93,8,9.4424,99.9991,12.4482,16.5554,41.88885,-3.2527,46.8476,3.6348,0.0614,0.00010776,1.71975068706233,18.6,612.656,18.401
25217,2021,93,8.5,9.5417,99.9931,12.4383,24.4551,61.31475,0.64434,-10.8974,-18.4463,0.076682,0.00082731,23.83102148695,18.7,545.986,13.5758
25218,2021,93,9,9.772,99.9886,12.4353,48.9836,117.8049,4.1629,19.525,27.5151,0.075703,0.0013778,-22.049684998825,18.6,595.484,19.0756
25219,2021,93,9.5,9.9672,99.9877,12.4315,70.002,168.2691,6.0043,22.2579,2.4273,0.11024,0.0015125,3.10561794036875,18.6,469.386,12.3497
25220,2021,93,10,10.042,99.9879,12.45,72.1232,175.95105,7.0055,9.6635,-11.9852,0.073111,0.0014856,17.5390482158862,18.6,455.603,11.9079
25221,2021,93,10.5,10.2176,99.9921,12.4769,64.6998,161.44095,16.8382,-93.4113,17.4631,0.11481,0.00098673,-11.8490894400383,18.7,489.577,15.4888
25222,2021,93,11,10.2635,99.9895,12.5057,56.67,141.6546,6.8471,61.925,26.4649,0.10845,0.0013088,-20.8412409361328,18.7,511.87,13.6984
25223,2021,93,11.5,10.3434,99.9924,12.5404,107.584,261.97275,17.1767,33.5313,-9.8408,0.082155,0.00095859,15.4873795773759,18.6,443.405,11.7717
25224,2021,93,12,10.6532,99.9957,12.5748,120.1512,291.4146,23.2237,38.2595,-25.3052,0.035363,0.00054712,31.0649771015919,18.6,447.83,12.0602
25225,2021,93,12.5,10.8613,99.9921,12.6144,232.4535,550.85955,37.5512,84.8055,-10.391,0.11267,0.001034,16.2244629662399,18.6,444.874,12.0041
25226,2021,93,13,11.5218,99.7293,12.673,272.814,650.97735,44.4201,125.065,-6.038,0.10623,0.036827,12.1271789763476,18.7,450.403,12.1449
25227,2021,93,13.5,11.9672,95.76,12.7631,145.8872,352.54215,24.8547,53.2857,-22.6145,0.085782,0.59418,28.8757429989533,18.7,455.062,13.5341
25228,2021,93,14,11.7989,93.6018,12.8629,173.7805,413.06745,23.2468,71.2656,-15.0429,0.13396,0.88669,21.2262333924922,18.7,453.401,13.4783
25229,2021,93,14.5,12.0159,90.8321,12.9532,231.2388,544.43325,33.5502,90.7129,-17.8803,0.15388,1.2889,24.1428413657356,18.5,435.212,11.5585
25230,2021,93,15,12.4781,85.8225,13.0423,327.4347,756.11955,48.244,108.448,-26.5785,0.18916,2.0548,33.021751401174,18.6,425.156,11.3087
25231,2021,93,15.5,12.5646,83.8688,13.1427,216.3359,533.58225,32.2311,105.614,-20.7816,0.21663,2.3513,27.2510481001636,18.6,426.086,11.115
25232,2021,93,16,12.0962,85.5829,13.2488,147.9964,399.7617,18.7434,79.2603,-10.2706,0.19876,2.0376,16.5379071893852,18.7,439.73,11.4395
25233,2021,93,16.5,11.9133,82.5407,13.3396,106.2464,299.20125,7.3193,53.4463,-8.2367,0.17693,2.438,14.4203804000126,18.7,425.856,10.4782
25234,2021,93,17,11.897,83.6476,13.4038,59.3175,184.57125,-1.8957,49.7709,-7.7013,0.18437,2.2809,13.8690403406368,18.7,428.465,10.7524
25235,2021,93,17.5,11.2589,87.5284,13.4487,-0.8593,36.65355,-11.3107,30.0357,-1.2309,0.19394,1.6676,7.13447331677526,18.6,436.106,10.8917
25236,2021,93,18,10.9858,91.1359,13.4698,6.3331,57.1965,-3.351,16.1599,1.587,0.13611,1.1639,4.20025436468224,18.6,431.672,11.1568
25237,2021,93,18.5,10.862,92.5964,13.4614,-8.1571,19.12275,-4.1216,9.288,3.2153,0.079511,0.96418,1.5316981436072,18.7,433.431,11.2008
25238,2021,93,19,10.719,93.6013,13.4538,-10.6987,5.68845,-3.0434,10.739,4.5036,0.076165,0.82541,0.856176327695004,18.6,447.535,11.2221
25239,2021,93,19.5,10.37,93.7787,13.4334,-11.8681,0.82443,-1.7424,6.0627,5.4115,0.035094,0.78404,-0.257887784387751,18.7,441.767,10.8254
25240,2021,93,20,10.434,94.564,13.4046,-9.683,0,-3.1095,5.3378,5.2615,0.055716,0.68801,-0.176214915145184,18.7,450.967,11.0093
25241,2021,93,20.5,10.353,96.1879,13.3729,-7.5033,0,-2.3346,1.2081,5.1473,0.062268,0.47987,-0.35531455562535,18.7,453.55,11.2666
25242,2021,93,21,10.1032,98.1786,13.336,-5.5001,0,-6.69,5.7493,23.9101,0.11271,0.22548,-18.5126223654242,18.7,543.483,11.622
25243,2021,93,21.5,9.9347,99.9373,13.3,-6.1239,0,-5.5055,2.8203,8.2819,0.10758,0.007677,-2.95579750455428,18.7,531.908,11.8453
25244,2021,93,22,9.7339,99.987,13.2637,-5.9078,0,-7.9757,4.2475,5.2616,0.12342,0.0015675,-0.0183396252036339,18.7,469.98,11.1124
25245,2021,93,22.5,9.7183,99.9856,13.2267,-4.4891,0,-6.114,5.6971,9.7024,0.084628,0.0017408,-0.465848258257903,18.6,449.766,11.097
25246,2021,93,23,9.76,99.9881,13.1901,-4.4305,0,-5.6017,2.9049,5.3742,0.10616,0.0014384,-0.137312423430116,18.7,447.01,11.1198
25247,2021,93,23.5,9.7581,99.9882,13.154,-4.9065,0,-2.6345,0.77634,3.8224,0.060062,0.0014273,-0.468760476877885,18.6,451.211,11.1432
25248,2021,94,0,9.7474,99.9854,13.1196,-4.0829,0,-0.91911,0.2086,2.8309,0.045147,0.0017671,-0.369228186527184,18.7,459.367,11.1817
25249,2021,94,0.5,9.76,99.9872,13.0858,-4.3206,0,-4.8339,1.906,4.8783,0.10511,0.0015436,0.33468142686234,18.6,452.392,11.1829
25250,2021,94,1,9.7686,99.9872,13.0518,-5.268,0,-9.9347,9.1694,6.5617,0.12412,0.0015494,-1.35355336687938,18.6,453.231,11.048
25251,2021,94,1.5,9.619,99.9848,13.0203,-3.8403,0,-9.3277,10.8016,5.9137,0.12014,0.001825,-0.768423308486008,18.7,450.481,10.661
25252,2021,94,2,9.6053,99.9889,12.9909,-4.122,0,-15.8962,21.5541,6.5155,0.21257,0.0013301,-1.38311085787354,18.7,440.112,10.3786
25253,2021,94,2.5,9.6896,98.4721,12.9628,-7.2334,0.016491,-14.8857,16.9001,5.574,0.18463,0.18397,-0.41878032490277,18.7,438.335,10.4066
25254,2021,94,3,9.6828,96.8577,12.9318,-8.6027,0,-12.7243,15.0132,6.0116,0.19003,0.37817,-0.866823682153021,18.6,441.867,10.4438
25255,2021,94,3.5,9.5846,96.6199,12.8989,-9.096,0,-8.4426,11.1527,5.5474,0.15202,0.40411,-0.446259844185284,18.7,442.785,10.4788
25256,2021,94,4,9.5074,97.1148,12.8672,-9.0305,0,-8.2442,9.9859,5.8441,0.1481,0.34315,-0.778792382262369,18.7,445.592,10.5448
25257,2021,94,4.5,9.4445,97.7999,12.8389,-8.4417,0,-4.8918,7.2908,5.1708,0.1043,0.26056,-0.135924785901583,18.7,448.553,10.541
25258,2021,94,5,9.45,98.3315,12.8096,-8.1297,0,-4.8845,5.6044,5.7928,0.083442,0.19767,-0.438774407771713,18.7,457.265,10.6967
25259,2021,94,5.5,9.3922,99.0932,12.7805,-5.7827,0,-3.4801,4.1908,-5.2675,0.091961,0.10701,10.267894204662,18.7,497.049,10.5146
25260,2021,94,6,9.2317,99.8479,12.7576,-4.3823,0,-4.7457,-24.7979,-33.7622,0.15529,0.017758,38.6976204786789,18.7,646.183,13.9901
25261,2021,94,6.5,9.0914,99.998,12.733,-3.9351,0.29685,-5.206,-37.9236,-57.3639,0.16372,0.00023013,62.2419392033504,18.6,499.052,11.4745
25262,2021,94,7,8.9696,99.9969,12.7059,-1.4637,4.5351,-8.8449,16.0218,6.8059,0.14886,0.00036014,-1.97829907588453,18.7,457.629,10.7424
25263,2021,94,7.5,8.8877,99.9968,12.6827,4.9619,17.61285,-8.0829,16.4628,3.8158,0.17607,0.00036157,0.975605967426648,18.7,444.268,10.2466
25264,2021,94,8,8.9518,99.9014,12.6573,19.6449,49.2108,-6.2015,19.9336,1.2248,0.16363,0.011291,3.58147033624456,18.7,442.749,10.2028
25265,2021,94,8.5,9.0015,98.6016,12.6348,31.4384,76.9989,-5.1683,27.5727,-0.62684,0.2095,0.16073,5.44293084207992,18.6,441.621,10.1187
25266,2021,94,9,9.0652,96.6478,12.6135,37.7964,93.012,-6.3946,34.6665,-1.6881,0.23666,0.38697,6.51891127319987,18.7,437.045,10.0494
25267,2021,94,9.5,9.3428,95.0936,12.5994,68.6869,178.59555,-0.64349,42.929,-6.5125,0.2512,0.5771,11.4331916185346,18.6,434.555,10.089
25268,2021,94,10,9.6833,93.2238,12.5836,106.5034,284.43825,9.0898,60.4401,-13.9318,0.29447,0.81552,18.9654608821866,18.7,431.928,10.1868
25269,2021,94,10.5,10.211,91.5195,12.5848,143.2611,372.2331,18.4334,81.1136,-20.707,0.31171,1.0574,25.9223784733004,18.6,429.109,10.3612
25270,2021,94,11,10.272,89.3059,12.6041,128.5877,326.67075,10.2232,92.6165,-17.9402,0.35453,1.3389,23.1694394794194,18.7,429.775,10.1681
25271,2021,94,11.5,10.2442,88.0951,12.6341,74.3358,203.8605,-9.9831,80.3699,-9.9435,0.34803,1.4877,15.1544206974525,18.7,430.518,10.0115
25272,2021,94,12,10.238,87.5132,12.6613,59.399,167.14725,-12.2996,59.2494,-6.1317,0.27619,1.5598,11.3320656719428,18.6,430.932,9.98948
25273,2021,94,12.5,10.2726,87.1568,12.6745,57.8181,163.84665,-11.6944,62.7392,-6.2048,0.29214,1.608,11.4094067026748,18.7,429.843,9.93656
25274,2021,94,13,10.1864,86.2038,12.6925,44.2293,135.43815,-14.5276,54.9097,-3.669,0.25922,1.7174,8.83428901621822,18.7,428.156,9.78343
25275,2021,94,13.5,10.0952,85.5216,12.6943,47.8756,144.7707,-14.1937,58.3976,-4.719,0.28351,1.7914,9.84331928578221,18.6,426.745,9.67715
25276,2021,94,14,10.2386,85.8321,12.6944,46.6674,140.35185,-11.4431,54.7668,-5.7401,0.22612,1.7699,10.9076036205995,18.7,427.674,9.7765
25277,2021,94,14.5,10.2777,85.419,12.6922,38.0319,117.3171,-10.8004,45.2664,-3.1076,0.21247,1.8262,8.28086085116545,18.6,426.047,9.79309
25278,2021,94,15,10.4193,84.0598,12.6866,68.9905,191.51625,-11.1942,60.9287,-6.9981,0.24703,2.0155,12.2139116040461,18.7,424.095,9.66633
25279,2021,94,15.5,10.6805,82.6444,12.6919,83.7505,223.5537,-11.6171,77.3888,-10.6092,0.29804,2.2331,15.9109969357869,18.6,422.85,9.68721
25280,2021,94,16,10.7859,81.161,12.6961,64.4287,175.2024,-17.4665,66.2594,-6.4535,0.2601,2.441,11.7850460821246,18.6,423.436,9.62983
25281,2021,94,16.5,10.8233,82.0546,12.7091,38.6182,115.0665,-20.4868,60.4637,-2.9486,0.26376,2.331,8.28503577317313,18.7,423.77,9.76623
25282,2021,94,17,10.77,80.9582,12.7132,23.048,78.3507,-25.2862,51.0739,-0.24004,0.2714,2.4647,5.5486256286937,18.7,423.915,9.6081
25283,2021,94,17.5,10.655,82.0245,12.716,9.1026,46.7289,-18.2762,36.5473,1.8651,0.19162,2.3089,3.39345248718393,18.7,424.145,9.61981
25284,2021,94,18,10.553,80.1887,12.7153,3.8299,34.6428,-16.522,31.5465,2.554,0.18143,2.5274,2.65946106991484,18.7,425.038,9.30969
25285,2021,94,18.5,10.442,78.7212,12.7056,-4.0334,17.70885,-15.0769,30.3964,3.2916,0.17237,2.6946,1.87372392985678,18.6,425.484,9.02499
25286,2021,94,19,10.1456,76.797,12.6868,-8.1178,6.579,-16.5638,23.0577,4.2059,0.15297,2.8805,0.846129632363832,18.7,427.314,8.67065
25287,2021,94,19.5,9.9955,75.5193,12.6655,-10.5134,1.17069,-15.2136,25.4022,4.4556,0.19993,3.0087,0.535610103828197,18.7,428.45,8.42557
25288,2021,94,20,9.8147,74.4772,12.6375,-10.3511,0.8739,-17.2922,25.364,5.2989,0.18188,3.0989,-0.378774850995276,18.7,429.401,8.2474
25289,2021,94,20.5,9.6368,76.1446,12.6029,-9.4096,0.97284,-11.4419,16.0933,4.7328,0.108,2.862,0.117894941006417,18.6,431.246,8.30161
25290,2021,94,21,9.6846,76.0272,12.5687,-8.9615,0.742005,-3.8852,6.2805,1.6757,0.047217,2.8854,-0.727781334173311,18.7,435.945,8.30705
25291,2021,94,21.5,9.5952,76.233,12.535,-9.5662,0.511185,-9.2249,14.596,6.6979,0.081598,2.8435,-0.779698959221473,18.7,436.615,8.28197
25292,2021,94,22,9.5212,75.5571,12.5009,-9.9892,0.36279,-7.1695,14.6749,6.1516,0.082557,2.9098,-0.832836952012947,18.7,436.357,8.16785
25293,2021,94,22.5,9.4545,73.7912,12.4667,-9.799,0.5607,-9.0687,14.0678,4.0579,0.096649,3.106,0.698900879580173,18.6,432.847,7.88858
25294,2021,94,23,9.3941,73.0057,12.4327,-9.6583,0.1484235,-6.6623,13.5123,3.7853,0.10566,3.1861,0.943185934534369,18.7,433.535,7.76207
25295,2021,94,23.5,9.2649,71.7066,12.3973,-9.6523,0.34632,-8.6155,14.5689,4.1303,0.085595,3.3105,-0.974726036794666,18.7,434.192,7.62938
25296,2021,95,0,9.0466,73.7511,12.3611,-8.457,0.6102,-3.9423,6.0793,3.1293,0.050336,3.0263,-1.2115081576891,18.6,439.153,7.68942
25297,2021,95,0.5,8.8755,76.0194,12.3253,-8.4046,0.544275,-5.2201,9.9476,5.1789,0.060784,2.733,-1.31289517177368,18.7,445.29,7.92044
25298,2021,95,1,8.6198,79.8067,12.2929,-8.2616,0.57729,-4.8741,8.6872,4.2263,0.054996,2.2618,-1.64286520982997,18.6,452.314,8.18243
25299,2021,95,1.5,8.5326,77.0436,12.2562,-7.4773,0.8577,-6.2998,13.5336,5.1742,0.058876,2.5561,-1.4783156651035,18.7,444.361,7.65492
25300,2021,95,2,8.7536,72.2309,12.2203,-7.2091,0.67626,-1.3454,1.94,1.8483,0.040756,3.1387,-1.56188324063424,18.7,444.735,7.40825
25301,2021,95,2.5,8.7088,73.3979,12.1826,-7.0366,0.560805,-3.045,6.2493,2.8829,0.048143,2.9977,-1.62706579140292,18.7,447.549,7.55863
25302,2021,95,3,8.4237,79.4474,12.1473,-8.7134,0.8412,-1.8682,5.7491,3.1556,0.05566,2.2716,-1.49297520843114,18.7,456.761,8.11034
25303,2021,95,3.5,8.3047,82.8623,12.1155,-7.726,0.890685,1.0907,-1.1372,0.37252,0.054883,1.8789,-1.6326885640533,18.7,468.722,8.35714
25304,2021,95,4,8.1483,80.5163,12.0828,-14.7598,0.8577,-4.4936,18.7556,10.4021,0.030907,2.1135,-2.00748253079137,18.7,459.071,7.88416
25305,2021,95,4.5,8.1052,82.2371,12.0474,-13.8431,0.8742,-6.6563,19.0475,11.0644,0.040575,1.9212,-2.03960686264159,18.8,473.92,8.32114
25306,2021,95,5,7.897,85.5674,12.0115,-12.1717,0.77523,-5.665,9.2196,5.0504,0.070212,1.539,-2.53097395495274,18.7,466.122,8.24659
25307,2021,95,5.5,7.876,81.882,11.9735,-16.3131,0.18144,-6.877,10.7869,4.3434,0.061565,1.9292,-2.52839462074867,18.7,453.156,7.91419
25308,2021,95,6,7.7829,83.5858,11.9363,-17.6268,0.032988,-8.2314,10.5209,6.0029,0.064604,1.7367,-2.89167524336045,18.7,462.293,8.1674
25309,2021,95,6.5,7.3223,85.1119,11.8961,-48.2536,1.435035,-5.7524,6.3277,3.998,0.066507,1.5263,-1.97201220771811,18.7,458.394,7.93773
25310,2021,95,7,6.8813,86.5728,11.855,-17.8524,19.104,-15.7377,13.3539,4.0875,0.11403,1.3355,-0.274523229713952,18.7,454.11,7.91437
25311,2021,95,7.5,7.3491,83.8223,11.8027,12.1876,61.191,-16.8328,31.1988,-1.213,0.19473,1.6616,5.16075086629591,18.6,445.956,7.76234
25312,2021,95,8,7.754,82.7767,11.7516,25.5724,76.51665,-10.7678,27.6152,3.2769,0.12765,1.8187,0.788354602533043,18.7,443.279,7.98913
25313,2021,95,8.5,8.2368,81.1609,11.7088,29.9574,90.4911,-1.5408,25.3055,-3.6777,0.11786,2.0559,7.88651790319599,18.7,441.127,8.04143
25314,2021,95,9,8.9167,77.4303,11.6826,59.3389,163.0128,2.6176,27.2881,-6.1911,0.054873,2.5794,10.6088131032387,18.6,435.219,7.87534
25315,2021,95,9.5,9.4721,72.5345,11.6763,157.6796,381.91995,15.5577,67.8205,-19.0636,0.10053,3.2588,23.6540762616181,18.7,430.036,7.71367
25316,2021,95,10,10.1559,69.2861,11.6892,327.6428,779.1558,50.8105,120.753,-34.6781,0.18914,3.8156,39.4871923208165,18.6,425.119,7.91269
25317,2021,95,10.5,11.5498,68.6876,11.7446,474.4402,1222.7463,95.1023,173.438,-41.1264,0.1621,4.2685,46.404536328687,18.7,420.034,8.57656
25318,2021,95,11,12.4129,67.7484,11.852,523.8231,1404.3285,125.095,232.949,-50.4355,0.22977,4.6543,56.0104041480572,18.7,420.353,8.99481
25319,2021,95,11.5,12.5335,68.4057,12.0128,510.3177,1355.76165,87.3622,190.321,-41.7461,0.19146,4.5957,47.3547496572124,18.7,416.377,9.1342
25320,2021,95,12,13.1398,70.1688,12.2473,579.2829,1507.0035,117.685,247.22,-52.5627,0.23524,4.5152,58.3814218808433,18.7,416.489,9.76589
25321,2021,95,12.5,13.7921,68.8454,12.513,669.5323,1690.044,134.985,273.238,-52.5138,0.25018,4.9205,58.5628087330069,18.6,419.167,10.0812
25322,2021,95,13,13.7709,69.0351,12.8006,313.931,917.7903,59.6346,158.709,-33.4557,0.15897,4.8838,39.486410827826,18.7,418.25,10.0464
25323,2021,95,13.5,14.7785,64.5905,13.102,611.4434,1540.506,121.111,244.622,-44.8342,0.14003,5.9616,51.2328122845965,18.7,419.481,10.1414
25324,2021,95,14,14.8477,61.429,13.3875,538.4812,1415.20365,89.2544,222.884,-45.4981,0.2106,6.5229,51.9119885372534,18.7,417.743,10.3081
25325,2021,95,14.5,15.4256,62.2915,13.6674,542.6485,1491.942,105.853,266.461,-51.603,0.25003,6.6187,58.2270295204029,18.7,415.238,10.8418
25326,2021,95,15,15.5591,62.1319,13.9383,469.9265,1336.7484,88.1632,259.274,-45.3664,0.23493,6.7039,52.0304437090739,18.6,416.709,10.9968
25327,2021,95,15.5,15.7179,60.5203,14.1789,438.4592,1268.5659,76.5889,226.956,-40.1093,0.24566,7.0607,46.823154210785,18.7,419.729,10.7578
25328,2021,95,16,15.9491,60.085,14.3865,359.4386,1095.5838,58.9559,202.074,-34.8929,0.19753,7.2449,41.6846936197598,18.7,418.341,10.9077
25329,2021,95,16.5,16.1135,59.9435,14.5667,265.3134,864.2661,41.6167,179.867,-31.0621,0.21017,7.3474,37.9060164079177,18.7,417.7,10.9301
25330,2021,95,17,16.126,58.5229,14.7101,207.1522,732.72885,23.9086,141.454,-20.9458,0.2376,7.6141,27.7826063752372,18.7,420.568,10.8361
25331,2021,95,17.5,16.2315,57.3309,14.8064,119.8212,523.1769,8.2811,92.0205,-13.5212,0.17406,7.8858,20.3870901788206,18.7,422.263,10.6825
25332,2021,95,18,16.684,55.4108,14.8606,45.3009,334.0587,-2.832,37.1638,-7.0843,0.10729,8.4815,14.1150405330168,18.7,420.021,10.6352
25333,2021,95,18.5,16.0003,57.1085,14.8849,-9.5106,170.91945,-8.0964,23.4613,-1.5758,0.083138,7.8107,0.415666442420199,18.8,421.517,10.5407
25334,2021,95,19,15.2722,58.1835,14.8785,-48.6927,64.28355,-13.7963,14.9372,0.89103,0.084403,7.2678,-0.523339122685878,18.7,426.77,10.2914
